xpos,ypos,velocity,yaw
3925,729,2.2360679774998,3.8909439360352
3923,731,2.2360679774998,3.8887707956543
3921,733,3.1622776601684,3.8842966831055
3919,735,3.1622776601684,3.8776494301758
3917,737,3.1622776601684,3.8687012050781
3915,738,3.1622776601684,3.8552788674316
3912,740,3.1622776601684,3.8396833894043
3910,742,3.1622776601684,3.8196137988281
3908,744,3.1622776601684,3.7950700957031
3906,745,3.1622776601684,3.7660522800293
3904,747,3.1622776601684,3.7347334921875
3901,749,3.1622776601684,3.7034147043457
3899,750,3.1622776601684,3.6720959165039
3897,751,3.1622776601684,3.6407771286621
3894,753,3.1622776601684,3.6094583408203
3892,754,3.1622776601684,3.5781395529785
3890,755,3.1622776601684,3.5468207651367
3887,756,3.1622776601684,3.5155019772949
3885,757,3.0,3.4841831894531
3882,758,3.0,3.4528644016113
3880,758,3.0,3.4238465859375
3877,759,3.0,3.3970019106445
3875,760,3.0,3.3724582075195
3872,760,3.0,3.3500876447754
3870,761,3.0,3.3300180541992
3868,761,3.0,3.3121216040039
3865,762,3.0,3.2965261259766
3863,762,3.0,3.2834872836914
3860,762,3.0,3.2726215817871
3858,763,3.0,3.2639290202637
3855,763,3.0,3.2574095991211
3853,763,3.0,3.2530633183594
3851,764,3.0,3.2508901779785
3848,764,3.0,3.2508901779785
3846,764,3.0,3.2508901779785
3844,765,3.0,3.2508901779785
3841,765,3.0,3.2508901779785
3839,765,3.0,3.2487170375977
3837,766,3.0,3.2443707568359
3834,766,3.0,3.2378513356934
3832,766,3.0,3.2291587741699
3830,766,3.0,3.2161199318848
3828,766,3.0,3.2009079492188
3826,767,3.0,3.181349685791
3823,767,3.0,3.1574451416016
3821,767,3.0,3.1291943166504
3819,767,3.1622776601684,3.1031166320801
3817,766,3.1622776601684,3.0792120878906
3815,766,3.1622776601684,3.057480684082
3813,766,2.2360679774998,3.0379224206543
3811,766,2.2360679774998,3.0210486247559
3809,766,2.2360679774998,3.0063479692383
3808,765,2.2360679774998,2.9936926223145
3806,765,2.2360679774998,2.9832104157715
3805,765,2.2360679774998,2.9747735178223
3803,765,2.2360679774998,2.9685097602539
3802,765,2.2360679774998,2.9651861337891
3801,764,2.2360679774998,2.9635243205566
3800,764,2.2360679774998,2.9635243205566
3798,764,2.2360679774998,2.9635243205566
3798,764,1.4142135623731,2.9635243205566
3797,764,1.4142135623731,2.9635243205566
3796,764,1.4142135623731,2.9635243205566
3795,763,1.4142135623731,2.9635243205566
3794,763,1.4142135623731,2.9649304702148
3794,763,1.4142135623731,2.9691489191895
3793,763,1.4142135623731,2.9747735178223
3793,763,1.4142135623731,2.9818042661133
3793,763,1.4142135623731,2.9916473137207
3793,763,1.4142135623731,3.0028965109863
3792,763,1.4142135623731,3.0169580075684
3792,763,1.4142135623731,3.0338318034668
3792,763,0.0,3.0338318034668
3792,763,0.0,3.0338318034668
3792,763,0.0,3.0338318034668
3792,763,0.0,3.0338318034668
3792,763,0.0,3.0338318034668
3792,763,0.0,3.0338318034668
3792,763,0.0,3.0338318034668
3792,763,0.0,3.0338318034668
3792,763,0.0,3.0338318034668
3792,763,0.0,3.0338318034668
3792,763,0.0,3.0338318034668
3792,763,0.0,3.0338318034668
3792,763,0.0,3.0338318034668
3792,763,0.0,3.0338318034668
3792,763,0.0,3.0338318034668
3792,763,0.0,3.0338318034668
3792,763,0.0,3.0338318034668
3792,763,0.0,3.0338318034668
3792,763,0.0,3.0338318034668
3792,763,0.0,3.0338318034668
3792,763,0.0,3.0338318034668
3792,763,0.0,3.0338318034668
3792,763,0.0,3.0338318034668
3792,763,0.0,3.0338318034668
3792,763,0.0,3.0338318034668
3792,763,0.0,3.0338318034668
3792,763,0.0,3.0338318034668
3792,763,0.0,3.0338318034668
3792,763,0.0,3.0338318034668
3792,763,0.0,3.0338318034668
3792,763,0.0,3.0338318034668
3792,763,0.0,3.0338318034668
3792,763,0.0,3.0338318034668
3792,763,0.0,3.0338318034668
3792,763,0.0,3.0338318034668
3792,763,0.0,3.0338318034668
3792,763,0.0,3.0338318034668
3792,763,0.0,3.0338318034668
3792,763,0.0,3.0338318034668
3792,763,0.0,3.0338318034668
3792,763,0.0,3.0338318034668
3792,763,0.0,3.0338318034668
3792,763,0.0,3.0338318034668
3792,763,0.0,3.0338318034668
3792,763,0.0,3.0338318034668
3792,763,0.0,3.0338318034668
3792,763,0.0,3.0338318034668
3792,763,0.0,3.0338318034668
3792,763,0.0,3.0338318034668
3792,763,0.0,3.0338318034668
3792,763,0.0,3.0338318034668
3792,763,0.0,3.0338318034668
3792,763,0.0,3.0338318034668
3792,763,0.0,3.0338318034668
3792,763,0.0,3.0338318034668
3792,763,0.0,3.0338318034668
3792,763,0.0,3.0338318034668
3792,763,0.0,3.0338318034668
