xpos,ypos,velocity,yaw,,yaw,xpos,ypos
1264,6,4,139,,12427,3424,366
1269,6,4,139,,12427,3429,366
1273,6,4,139,,12427,3433,366
1277,6,4,139,,12427,3437,366
1281,6,4,139,,12427,3441,366
1285,6,4,139,,12427,3445,366
1289,6,4,139,,12427,3449,366
1293,6,4,139,,12427,3453,366
1297,6,4,139,,12427,3457,366
1301,6,4,139,,12427,3461,366
1305,6,4,139,,12427,3465,366
1309,6,4,139,,12427,3469,366
1313,6,4,139,,12427,3473,366
1317,6,3,139,,12427,3477,366
1321,6,3,139,,12427,3481,366
1325,6,3,139,,12427,3485,366
1329,6,3,139,,12427,3489,366
1333,6,3,139,,12427,3493,366
1337,6,3,139,,12427,3497,366
1341,6,3,139,,12427,3501,366
1345,6,3,139,,12427,3505,366
1349,6,3,139,,12427,3509,366
1353,6,3,139,,12427,3513,366
1356,6,3,139,,12427,3516,366
1360,6,3,139,,12427,3520,366
1364,6,3,139,,12427,3524,366
1368,6,3,139,,12427,3528,366
1372,6,3,139,,12427,3532,366
1375,6,3,139,,12427,3535,366
1379,6,3,139,,12427,3539,366
1383,6,3,139,,12427,3543,366
1386,6,3,139,,12427,3546,366
