xpos,ypos,velocity,yaw,,yaw,xpos,ypos
-357,376,8,-40855,,-28567,1803,736
-364,376,8,-40855,,-28567,1796,736
-371,376,8,-40855,,-28567,1789,736
-378,376,8,-40855,,-28567,1782,736
-385,376,8,-40855,,-28567,1775,736
-392,376,8,-40855,,-28567,1768,736
-399,376,8,-40855,,-28567,1761,736
-407,376,8,-40855,,-28567,1753,736
-414,376,8,-40855,,-28567,1746,736
-421,376,8,-40855,,-28567,1739,736
-428,376,8,-40855,,-28567,1732,736
-435,376,8,-40855,,-28567,1725,736
-443,376,8,-40855,,-28567,1717,736
-450,376,8,-40855,,-28567,1710,736
-457,376,8,-40855,,-28567,1703,736
-464,376,8,-40855,,-28567,1696,736
-472,376,8,-40855,,-28567,1688,736
-479,376,8,-40855,,-28567,1681,736
-486,376,8,-40855,,-28567,1674,736
-494,376,8,-40855,,-28567,1666,736
-501,376,8,-40855,,-28567,1659,736
-508,376,8,-40855,,-28567,1652,736
-515,376,8,-40855,,-28567,1645,736
-523,376,8,-40855,,-28567,1637,736
-530,376,8,-40855,,-28567,1630,736
-537,376,8,-40855,,-28567,1623,736
-545,376,8,-40855,,-28567,1615,736
-552,376,8,-40855,,-28567,1608,736
-559,376,8,-40855,,-28567,1601,736
-567,376,8,-40855,,-28567,1593,736
-574,376,8,-40855,,-28567,1586,736
-581,376,8,-40855,,-28567,1579,736
-589,376,8,-40855,,-28567,1571,736
-596,376,8,-40855,,-28567,1564,736
-604,376,8,-40855,,-28567,1556,736
-611,376,8,-40855,,-28567,1549,736
-618,376,8,-40855,,-28567,1542,736
-626,376,8,-40855,,-28567,1534,736
-633,376,8,-40855,,-28567,1527,736
-641,376,8,-40855,,-28567,1519,736
-648,376,8,-40855,,-28567,1512,736
-656,376,8,-40855,,-28567,1504,736
-663,376,8,-40855,,-28567,1497,736
-671,376,8,-40855,,-28567,1489,736
-678,376,8,-40855,,-28567,1482,736
-686,376,8,-40855,,-28567,1474,736
-693,376,8,-40855,,-28567,1467,736
-701,376,8,-40855,,-28567,1459,736
-708,376,8,-40855,,-28567,1452,736
-716,376,8,-40855,,-28567,1444,736
-723,376,8,-40855,,-28567,1437,736
-731,376,8,-40855,,-28567,1429,736
-738,376,8,-40855,,-28567,1422,736
-746,376,8,-40855,,-28567,1414,736
-753,376,8,-40855,,-28567,1407,736
-761,376,8,-40855,,-28567,1399,736
-768,376,8,-40855,,-28567,1392,736
-776,376,8,-40855,,-28567,1384,736
-783,376,8,-40855,,-28567,1377,736
-791,376,8,-40855,,-28567,1369,736
-798,376,8,-40855,,-28567,1362,736
-806,376,8,-40855,,-28567,1354,736
-814,376,8,-40855,,-28567,1346,736
-821,376,8,-40855,,-28567,1339,736
-829,376,8,-40855,,-28567,1331,736
-836,376,8,-40855,,-28567,1324,736
-844,376,8,-40855,,-28567,1316,736
-851,376,8,-40855,,-28567,1309,736
-859,376,8,-40855,,-28567,1301,736
-867,376,8,-40855,,-28567,1293,736
-874,376,8,-40855,,-28567,1286,736
-882,376,8,-40855,,-28567,1278,736
-889,376,8,-40855,,-28567,1271,736
-897,376,8,-40855,,-28567,1263,736
-905,376,8,-40855,,-28567,1255,736
-912,376,8,-40855,,-28567,1248,736
-920,376,8,-40855,,-28567,1240,736
-927,376,8,-40855,,-28567,1233,736
-935,376,8,-40855,,-28567,1225,736
-943,376,8,-40855,,-28567,1217,736
-950,376,8,-40855,,-28567,1210,736
-958,376,8,-40855,,-28567,1202,736
-966,376,8,-40855,,-28567,1194,736
-973,376,8,-40855,,-28567,1187,736
-981,376,8,-40855,,-28567,1179,736
-988,376,8,-40855,,-28567,1172,736
-996,376,8,-40855,,-28567,1164,736
-1004,376,8,-40855,,-28567,1156,736
-1011,376,8,-40855,,-28567,1149,736
-1019,376,8,-40855,,-28567,1141,736
-1027,376,8,-40855,,-28567,1133,736
-1034,376,8,-40855,,-28567,1126,736
-1042,376,8,-40855,,-28567,1118,736
-1050,376,8,-40855,,-28567,1110,736
-1057,376,8,-40855,,-28567,1103,736
-1065,376,8,-40855,,-28567,1095,736
-1073,376,8,-40855,,-28567,1087,736
-1081,376,8,-40855,,-28567,1079,736
-1088,376,8,-40855,,-28567,1072,736
-1096,376,8,-40855,,-28567,1064,736
-1104,376,8,-40855,,-28567,1056,736
-1111,376,8,-40855,,-28567,1049,736
-1119,376,8,-40855,,-28567,1041,736
-1127,376,8,-40855,,-28567,1033,736
-1135,376,8,-40855,,-28567,1025,736
-1142,376,8,-40855,,-28567,1018,736
-1150,376,8,-40855,,-28567,1010,736
-1158,376,8,-40855,,-28567,1002,736
-1165,376,8,-40855,,-28567,995,736
-1173,376,8,-40855,,-28567,987,736
-1181,376,8,-40855,,-28567,979,736
-1189,376,8,-40855,,-28567,971,736
-1196,376,8,-40855,,-28567,964,736
-1204,376,8,-40855,,-28567,956,736
-1212,376,8,-40855,,-28567,948,736
-1220,376,8,-40855,,-28567,940,736
-1227,376,8,-40855,,-28567,933,736
-1235,376,8,-40855,,-28567,925,736
-1243,376,8,-40855,,-28567,917,736
-1251,376,8,-40855,,-28567,909,736
-1259,376,8,-40855,,-28567,901,736
-1266,376,8,-40855,,-28567,894,736
-1274,376,8,-40855,,-28567,886,736
-1282,376,8,-40855,,-28567,878,736
-1290,376,8,-40855,,-28567,870,736
-1298,376,8,-40855,,-28567,862,736
-1305,376,8,-40855,,-28567,855,736
-1313,376,8,-40855,,-28567,847,736
-1321,376,8,-40855,,-28567,839,736
-1329,376,8,-40855,,-28567,831,736
-1337,376,8,-40855,,-28567,823,736
-1344,376,8,-40855,,-28567,816,736
-1352,376,8,-40855,,-28567,808,736
-1360,376,8,-40855,,-28567,800,736
-1368,376,8,-40855,,-28567,792,736
-1375,376,8,-40855,,-28567,785,736
-1383,376,8,-40855,,-28567,777,736
-1391,376,8,-40855,,-28567,769,736
-1399,376,8,-40855,,-28567,761,736
-1406,376,8,-40855,,-28567,754,736
-1414,376,8,-40855,,-28567,746,736
-1421,376,8,-40855,,-28567,739,736
-1429,376,8,-40855,,-28567,731,736
-1437,376,8,-40855,,-28567,723,736
-1444,376,8,-40855,,-28567,716,736
-1452,376,8,-40855,,-28567,708,736
-1459,376,8,-40855,,-28567,701,736
-1467,376,8,-40855,,-28567,693,736
-1474,376,8,-40855,,-28567,686,736
-1482,376,8,-40855,,-28567,678,736
-1489,376,8,-40855,,-28567,671,736
-1497,376,8,-40855,,-28567,663,736
-1504,376,8,-40855,,-28567,656,736
-1512,376,8,-40855,,-28567,648,736
-1519,376,8,-40855,,-28567,641,736
-1527,376,8,-40855,,-28567,633,736
-1534,376,8,-40855,,-28567,626,736
-1541,376,8,-40855,,-28567,619,736
-1549,376,8,-40855,,-28567,611,736
-1556,376,8,-40855,,-28567,604,736
-1564,376,8,-40855,,-28567,596,736
-1571,376,8,-40855,,-28567,589,736
-1578,376,8,-40855,,-28567,582,736
-1585,376,8,-40833,,-28545,575,736
-1593,376,8,-40789,,-28501,567,736
-1600,376,8,-40723,,-28435,560,736
-1607,376,8.062257748,-40635,,-28347,553,736
-1614,375,8.062257748,-40503,,-28215,546,735
-1622,375,8.062257748,-40349,,-28061,538,735
-1629,374,8.062257748,-40151,,-27863,531,734
-1636,373,8.062257748,-39909,,-27621,524,733
-1643,372,8.246211251,-39623,,-27335,517,732
-1650,371,8.246211251,-39315,,-27027,510,731
-1657,369,7.280109889,-39007,,-26719,503,729
-1664,367,7.280109889,-38699,,-26411,496,727
-1671,365,7.615773106,-38391,,-26103,489,725
-1677,362,7.615773106,-38083,,-25795,483,722
-1684,360,7.615773106,-37775,,-25487,476,720
-1690,357,7.615773106,-37467,,-25179,470,717
-1697,354,8.062257748,-37159,,-24871,463,714
-1703,350,8.062257748,-36873,,-24585,457,710
-1709,347,8.062257748,-36609,,-24321,451,707
-1715,343,7.211102551,-36367,,-24079,445,703
-1721,339,7.211102551,-36152,,-23864,439,699
-1726,335,7.810249676,-35959,,-23671,434,695
-1732,331,7.810249676,-35787,,-23499,428,691
-1737,327,7.810249676,-35637,,-23349,423,687
-1743,322,7.810249676,-35508,,-23220,417,682
-1748,318,7.810249676,-35401,,-23113,412,678
-1753,314,7.810249676,-35315,,-23027,407,674
-1758,309,7.810249676,-35251,,-22963,402,669
-1763,305,7.810249676,-35208,,-22920,397,665
-1768,300,7.810249676,-35187,,-22899,392,660
-1774,296,7.810249676,-35187,,-22899,386,656
-1779,291,7.810249676,-35187,,-22899,381,651
-1784,287,7.810249676,-35166,,-22878,376,647
-1789,282,7.810249676,-35123,,-22835,371,642
-1794,278,7.071067812,-35059,,-22771,366,638
-1799,273,7.071067812,-34973,,-22685,361,633
-1804,268,7.071067812,-34844,,-22556,356,628
-1808,264,7.071067812,-34694,,-22406,352,624
-1813,259,7.071067812,-34501,,-22213,347,619
-1817,254,7.810249676,-34265,,-21977,343,614
-1822,249,7.810249676,-33986,,-21698,338,609
-1826,243,7.810249676,-33685,,-21397,334,603
-1829,238,7.211102551,-33384,,-21096,331,598
-1833,233,7.211102551,-33083,,-20795,327,593
-1837,227,7.211102551,-32782,,-20494,323,587
-1840,221,7.211102551,-32481,,-20193,320,581
-1843,215,6.708203932,-32180,,-19892,317,575
-1845,209,6.708203932,-31879,,-19591,315,569
-1848,203,7.615773106,-31578,,-19290,312,563
-1850,197,7.615773106,-31277,,-18989,310,557
-1852,191,7.280109889,-30976,,-18688,308,551
-1854,185,7.280109889,-30675,,-18387,306,545
-1855,178,7.280109889,-30381,,-18093,305,538
-1856,172,7.280109889,-30087,,-17799,304,532
-1857,166,7.280109889,-29793,,-17505,303,526
-1858,159,7.071067812,-29499,,-17211,302,519
-1859,153,7.071067812,-29205,,-16917,301,513
-1859,146,7.071067812,-28911,,-16623,301,506
-1859,140,7,-12233,,55,301,500
-1859,134,7,-11939,,349,301,494
-1859,127,7,-11645,,643,301,487
-1858,121,7,-11351,,937,302,481
-1857,115,7,-11057,,1231,303,475
-1856,109,7.071067812,-10763,,1525,304,469
-1855,102,7.071067812,-10469,,1819,305,462
-1853,96,7.071067812,-10175,,2113,307,456
-1851,90,6.08276253,-9881,,2407,309,450
-1849,84,6.08276253,-9587,,2701,311,444
-1847,79,6.32455532,-9293,,2995,313,439
-1845,73,6.32455532,-8999,,3289,315,433
-1842,67,6.32455532,-8705,,3583,318,427
-1839,62,6.32455532,-8411,,3877,321,422
-1836,56,6.708203932,-8117,,4171,324,416
-1833,51,6.708203932,-7823,,4465,327,411
-1829,46,6.708203932,-7529,,4759,331,406
-1826,41,5.830951895,-7235,,5053,334,401
-1822,36,5.830951895,-6941,,5347,338,396
-1818,32,5.830951895,-6647,,5641,342,392
-1814,27,6.403124237,-6353,,5935,346,387
-1810,23,6.403124237,-6059,,6229,350,383
-1805,19,6.403124237,-5765,,6523,355,379
-1801,15,5.656854249,-5471,,6817,359,375
-1796,11,5.656854249,-5177,,7111,364,371
-1791,7,5.656854249,-4883,,7405,369,367
-1786,4,5.656854249,-4596,,7692,374,364
-1781,1,6.403124237,-4309,,7979,379,361
-1776,-2,5.830951895,-4022,,8266,384,358
-1771,-5,5.830951895,-3735,,8553,389,355
-1766,-7,5.830951895,-3448,,8840,394,353
-1760,-10,5.830951895,-3161,,9127,400,350
-1755,-12,5.830951895,-2874,,9414,405,348
-1749,-14,5.830951895,-2587,,9701,411,346
-1744,-16,5.385164807,-2300,,9988,416,344
-1738,-17,5.385164807,-2013,,10275,422,343
-1732,-19,5.385164807,-1726,,10562,428,341
-1727,-20,5.385164807,-1439,,10849,433,340
-1721,-21,5.099019514,-1152,,11136,439,339
-1715,-22,5.099019514,-865,,11423,445,338
-1710,-22,5.099019514,-599,,11689,450,338
-1704,-22,5.099019514,-353,,11935,456,338
-1698,-23,5.099019514,-128,,12160,462,337
-1692,-23,5,77,,12365,468,337
-1687,-22,5,261,,12549,473,338
-1681,-22,5,425,,12713,479,338
-1675,-22,5,568,,12856,485,338
-1670,-22,5,691,,12979,490,338
-1664,-21,5,793,,13081,496,339
-1659,-20,5,875,,13163,501,340
-1653,-20,5,936,,13224,507,340
-1647,-19,5,977,,13265,513,341
-1642,-19,5,997,,13285,518,341
-1636,-18,5,997,,13285,524,342
-1631,-18,5,997,,13285,529,342
-1625,-17,5,997,,13285,535,343
-1620,-16,5,997,,13285,540,344
-1614,-16,5,997,,13285,546,344
-1608,-15,5,997,,13285,552,345
-1602,-15,5,997,,13285,558,345
-1597,-14,5,997,,13285,563,346
-1591,-14,5,997,,13285,569,346
-1585,-13,5,997,,13285,575,347
-1579,-12,5,997,,13285,581,348
-1573,-12,5,997,,13285,587,348
-1567,-11,5,997,,13285,593,349
-1561,-10,5,997,,13285,599,350
-1555,-10,5,997,,13285,605,350
-1549,-9,6,997,,13285,611,351
-1543,-9,6,997,,13285,617,351
-1537,-8,6,997,,13285,623,352
-1531,-7,6,997,,13285,629,353
-1525,-7,6,997,,13285,635,353
-1519,-6,6,997,,13285,641,354
-1512,-6,6,997,,13285,648,354
-1506,-5,6,976,,13264,654,355
-1500,-4,6,913,,13201,660,356
-1494,-4,6,829,,13117,666,356
-1487,-3,6,724,,13012,673,357
-1481,-3,6,577,,12865,679,357
-1474,-3,6,409,,12697,686,357
-1468,-2,6,262,,12550,692,358
-1461,-2,6,136,,12424,699,358
-1455,-2,6,29,,12317,705,358
-1448,-3,6.08276253,-57,,12231,712,357
-1442,-3,6.08276253,-121,,12167,718,357
-1435,-3,6.08276253,-164,,12124,725,357
-1429,-3,6.08276253,-185,,12103,731,357
-1422,-3,6.08276253,-185,,12103,738,357
-1415,-4,6.08276253,-185,,12103,745,356
-1409,-4,6.08276253,-185,,12103,751,356
-1402,-4,6.08276253,-185,,12103,758,356
-1396,-4,6.08276253,-185,,12103,764,356
-1389,-4,6.08276253,-185,,12103,771,356
-1382,-5,6.08276253,-185,,12103,778,355
-1375,-5,6.08276253,-185,,12103,785,355
-1369,-5,6.08276253,-185,,12103,791,355
-1362,-5,6.08276253,-185,,12103,798,355
-1355,-5,6.08276253,-185,,12103,805,355
-1348,-6,6.08276253,-185,,12103,812,354
-1342,-6,6.08276253,-185,,12103,818,354
-1335,-6,6.08276253,-185,,12103,825,354
-1328,-6,6.08276253,-185,,12103,832,354
-1321,-7,6.08276253,-185,,12103,839,353
-1314,-7,6.08276253,-185,,12103,846,353
-1307,-7,6.08276253,-164,,12124,853,353
-1301,-7,6.08276253,-121,,12167,859,353
-1294,-7,6.08276253,-57,,12231,866,353
-1287,-8,6.08276253,-14,,12274,873,352
-1280,-8,6,7,,12295,880,352
-1273,-8,6,7,,12295,887,352
-1266,-8,6,7,,12295,894,352
-1259,-8,6,7,,12295,901,352
-1252,-8,6,7,,12295,908,352
-1245,-8,7,7,,12295,915,352
-1238,-8,7,7,,12295,922,352
-1231,-8,7,7,,12295,929,352
-1224,-8,7,7,,12295,936,352
-1217,-8,7,7,,12295,943,352
-1210,-8,7,7,,12295,950,352
-1203,-8,7,7,,12295,957,352
-1196,-8,7,7,,12295,964,352
-1189,-8,7,7,,12295,971,352
-1182,-8,7,7,,12295,978,352
-1174,-8,7,7,,12295,986,352
-1167,-8,7,7,,12295,993,352
-1160,-8,7,7,,12295,1000,352
-1153,-8,7,7,,12295,1007,352
-1146,-8,7,29,,12317,1014,352
-1139,-8,7,73,,12361,1021,352
-1132,-8,7,139,,12427,1028,352
-1125,-8,7,227,,12515,1035,352
-1117,-7,7,293,,12581,1043,353
-1110,-7,7,337,,12625,1050,353
-1103,-7,7,359,,12647,1057,353
-1096,-7,7,359,,12647,1064,353
-1089,-7,7,359,,12647,1071,353
-1082,-6,7,359,,12647,1078,354
-1074,-6,7,359,,12647,1086,354
-1067,-6,7,359,,12647,1093,354
-1060,-6,7,359,,12647,1100,354
-1053,-5,7,359,,12647,1107,355
-1046,-5,7,359,,12647,1114,355
-1038,-5,7,359,,12647,1122,355
-1031,-5,7,359,,12647,1129,355
-1024,-4,7,359,,12647,1136,356
-1017,-4,7,359,,12647,1143,356
-1009,-4,7,359,,12647,1151,356
-1002,-4,7,359,,12647,1158,356
-995,-4,7,359,,12647,1165,356
-987,-3,7,359,,12647,1173,357
-980,-3,7,359,,12647,1180,357
-973,-3,7,359,,12647,1187,357
-966,-3,7,359,,12647,1194,357
-958,-2,7,359,,12647,1202,358
-951,-2,7,359,,12647,1209,358
-944,-2,7,359,,12647,1216,358
-936,-2,7,359,,12647,1224,358
-929,-2,7,359,,12647,1231,358
-922,-1,7,359,,12647,1238,359
-914,-1,7,359,,12647,1246,359
-907,-1,7,359,,12647,1253,359
-899,-1,7,359,,12647,1261,359
-892,0,7,359,,12647,1268,360
-885,0,7,359,,12647,1275,360
-877,0,7,359,,12647,1283,360
-870,0,7,359,,12647,1290,360
-862,1,7,359,,12647,1298,361
-855,1,7,359,,12647,1305,361
-847,1,7,359,,12647,1313,361
-840,1,7,359,,12647,1320,361
-833,1,7,359,,12647,1327,361
-825,2,7,359,,12647,1335,362
-818,2,7,359,,12647,1342,362
-810,2,7,359,,12647,1350,362
-803,2,7,359,,12647,1357,362
-795,3,7,359,,12647,1365,363
-788,3,7,359,,12647,1372,363
-780,3,7,359,,12647,1380,363
-773,3,7,359,,12647,1387,363
-765,4,7,359,,12647,1395,364
-758,4,7,359,,12647,1402,364
-750,4,7,359,,12647,1410,364
-743,4,7,359,,12647,1417,364
-735,5,7,359,,12647,1425,365
-728,5,7,359,,12647,1432,365
-720,5,7,359,,12647,1440,365
-712,5,7,359,,12647,1448,365
-705,5,7,337,,12625,1455,365
-697,6,7,271,,12559,1463,366
-690,6,7,183,,12471,1470,366
-682,6,7,117,,12405,1478,366
-675,6,7,73,,12361,1485,366
-667,6,7,51,,12339,1493,366
-660,6,7,51,,12339,1500,366
-652,6,7,51,,12339,1508,366
-644,6,7,51,,12339,1516,366
-637,6,7,51,,12339,1523,366
-629,6,7,51,,12339,1531,366
-622,6,7,51,,12339,1538,366
-614,6,7,51,,12339,1546,366
-607,6,7,51,,12339,1553,366
-599,6,7,51,,12339,1561,366
-591,6,7,51,,12339,1569,366
-584,6,7,51,,12339,1576,366
-576,6,7,51,,12339,1584,366
-569,6,7,51,,12339,1591,366
-561,6,7,51,,12339,1599,366
-553,6,7,51,,12339,1607,366
-546,6,7,51,,12339,1614,366
-538,6,7,51,,12339,1622,366
-530,6,7,51,,12339,1630,366
-523,6,7,51,,12339,1637,366
-515,6,7,51,,12339,1645,366
-507,6,7,51,,12339,1653,366
-500,6,7,51,,12339,1660,366
-492,6,7,51,,12339,1668,366
-485,6,7,51,,12339,1675,366
-477,6,7,51,,12339,1683,366
-469,6,7,51,,12339,1691,366
-462,6,7,51,,12339,1698,366
-454,6,7,51,,12339,1706,366
-446,6,7,51,,12339,1714,366
-438,6,7,51,,12339,1722,366
-431,6,7,51,,12339,1729,366
-423,6,7,51,,12339,1737,366
-415,6,7,51,,12339,1745,366
-408,6,7,51,,12339,1752,366
-400,6,7,51,,12339,1760,366
-392,6,7,51,,12339,1768,366
-385,6,7,51,,12339,1775,366
-377,6,7,51,,12339,1783,366
-369,6,7,51,,12339,1791,366
-361,6,7,51,,12339,1799,366
-354,6,7,51,,12339,1806,366
-346,6,7,73,,12361,1814,366
-338,6,7,117,,12405,1822,366
-331,6,7,139,,12427,1829,366
-323,6,7,139,,12427,1837,366
-315,6,7,139,,12427,1845,366
-307,6,7,139,,12427,1853,366
-300,6,7,139,,12427,1860,366
-292,6,7,139,,12427,1868,366
-284,6,7,139,,12427,1876,366
-276,6,7,139,,12427,1884,366
-269,6,7,139,,12427,1891,366
-261,6,7,139,,12427,1899,366
-253,6,7,139,,12427,1907,366
-245,6,7,139,,12427,1915,366
-237,6,7,139,,12427,1923,366
-230,6,7,139,,12427,1930,366
-222,6,7,139,,12427,1938,366
-214,6,7,139,,12427,1946,366
-206,6,7,139,,12427,1954,366
-198,6,7,139,,12427,1962,366
-191,6,7,139,,12427,1969,366
-183,6,7,139,,12427,1977,366
-175,6,7,139,,12427,1985,366
-167,6,7,139,,12427,1993,366
-159,6,7,139,,12427,2001,366
-152,6,7,139,,12427,2008,366
-144,6,7,139,,12427,2016,366
-136,6,7,139,,12427,2024,366
-128,6,7,139,,12427,2032,366
-120,6,7,139,,12427,2040,366
-112,6,7,139,,12427,2048,366
-105,6,7,139,,12427,2055,366
-97,6,7,139,,12427,2063,366
-89,6,7,139,,12427,2071,366
-81,6,7,139,,12427,2079,366
-73,6,7,139,,12427,2087,366
-65,6,7,139,,12427,2095,366
-57,6,7,139,,12427,2103,366
-50,6,7,139,,12427,2110,366
-42,6,7,139,,12427,2118,366
-34,6,7,139,,12427,2126,366
-26,6,7,139,,12427,2134,366
-18,6,7,139,,12427,2142,366
-10,6,7,139,,12427,2150,366
-2,6,7,139,,12427,2158,366
6,6,7,139,,12427,2166,366
14,6,7,139,,12427,2174,366
21,6,7,139,,12427,2181,366
29,6,7,139,,12427,2189,366
37,6,7,139,,12427,2197,366
45,6,7,139,,12427,2205,366
53,6,7,139,,12427,2213,366
60,6,7,139,,12427,2220,366
68,6,7,139,,12427,2228,366
76,6,7,139,,12427,2236,366
84,6,7,139,,12427,2244,366
91,6,7,139,,12427,2251,366
99,6,7,139,,12427,2259,366
107,6,7,139,,12427,2267,366
114,6,7,139,,12427,2274,366
122,6,7,139,,12427,2282,366
130,6,7,139,,12427,2290,366
137,6,7,139,,12427,2297,366
145,6,7,139,,12427,2305,366
152,6,7,139,,12427,2312,366
160,6,7,139,,12427,2320,366
168,6,7,139,,12427,2328,366
175,6,7,139,,12427,2335,366
183,6,7,139,,12427,2343,366
190,6,7,139,,12427,2350,366
198,6,7,139,,12427,2358,366
205,6,7,139,,12427,2365,366
213,6,7,139,,12427,2373,366
220,6,7,139,,12427,2380,366
227,6,7,139,,12427,2387,366
235,6,7,139,,12427,2395,366
242,6,7,139,,12427,2402,366
250,6,7,139,,12427,2410,366
257,6,7,139,,12427,2417,366
264,6,7,139,,12427,2424,366
272,6,7,139,,12427,2432,366
279,6,7,139,,12427,2439,366
286,6,7,139,,12427,2446,366
294,6,7,139,,12427,2454,366
301,6,7,139,,12427,2461,366
308,6,7,139,,12427,2468,366
315,6,7,139,,12427,2475,366
323,6,7,139,,12427,2483,366
330,6,7,139,,12427,2490,366
337,6,7,139,,12427,2497,366
344,6,7,139,,12427,2504,366
351,6,7,139,,12427,2511,366
359,6,7,139,,12427,2519,366
366,6,7,139,,12427,2526,366
373,6,7,139,,12427,2533,366
380,6,7,139,,12427,2540,366
387,6,7,139,,12427,2547,366
394,6,7,139,,12427,2554,366
401,6,7,139,,12427,2561,366
408,6,7,139,,12427,2568,366
415,6,7,139,,12427,2575,366
422,6,7,139,,12427,2582,366
429,6,6,139,,12427,2589,366
436,6,6,139,,12427,2596,366
443,6,6,139,,12427,2603,366
450,6,6,139,,12427,2610,366
457,6,6,139,,12427,2617,366
464,6,6,139,,12427,2624,366
471,6,6,139,,12427,2631,366
478,6,6,139,,12427,2638,366
485,6,6,139,,12427,2645,366
491,6,6,139,,12427,2651,366
498,6,6,139,,12427,2658,366
505,6,6,139,,12427,2665,366
512,6,6,139,,12427,2672,366
519,6,6,139,,12427,2679,366
525,6,6,139,,12427,2685,366
532,6,6,139,,12427,2692,366
539,6,6,139,,12427,2699,366
546,6,6,139,,12427,2706,366
552,6,6,139,,12427,2712,366
559,6,6,139,,12427,2719,366
566,6,6,139,,12427,2726,366
572,6,6,139,,12427,2732,366
579,6,6,139,,12427,2739,366
586,6,6,139,,12427,2746,366
592,6,6,139,,12427,2752,366
599,6,6,139,,12427,2759,366
605,6,6,139,,12427,2765,366
612,6,6,139,,12427,2772,366
619,6,6,139,,12427,2779,366
625,6,6,139,,12427,2785,366
632,6,6,139,,12427,2792,366
638,6,6,139,,12427,2798,366
645,6,6,139,,12427,2805,366
651,6,6,139,,12427,2811,366
658,6,6,139,,12427,2818,366
664,6,6,139,,12427,2824,366
670,6,6,139,,12427,2830,366
677,6,6,139,,12427,2837,366
683,6,6,139,,12427,2843,366
690,6,6,139,,12427,2850,366
696,6,6,139,,12427,2856,366
702,6,6,139,,12427,2862,366
709,6,6,139,,12427,2869,366
715,6,6,139,,12427,2875,366
721,6,6,139,,12427,2881,366
728,6,6,139,,12427,2888,366
734,6,6,139,,12427,2894,366
740,6,6,139,,12427,2900,366
746,6,6,139,,12427,2906,366
753,6,6,139,,12427,2913,366
759,6,6,139,,12427,2919,366
765,6,6,139,,12427,2925,366
771,6,6,139,,12427,2931,366
777,6,6,139,,12427,2937,366
784,6,6,139,,12427,2944,366
790,6,6,139,,12427,2950,366
796,6,6,139,,12427,2956,366
802,6,6,139,,12427,2962,366
808,6,6,139,,12427,2968,366
814,6,6,139,,12427,2974,366
820,6,6,139,,12427,2980,366
826,6,6,139,,12427,2986,366
832,6,6,139,,12427,2992,366
838,6,6,139,,12427,2998,366
844,6,5,139,,12427,3004,366
850,6,5,139,,12427,3010,366
856,6,5,139,,12427,3016,366
862,6,5,139,,12427,3022,366
868,6,5,139,,12427,3028,366
874,6,5,139,,12427,3034,366
880,6,5,139,,12427,3040,366
886,6,5,139,,12427,3046,366
892,6,5,139,,12427,3052,366
897,6,5,139,,12427,3057,366
903,6,5,139,,12427,3063,366
909,6,5,139,,12427,3069,366
915,6,5,139,,12427,3075,366
921,6,5,139,,12427,3081,366
926,6,5,139,,12427,3086,366
932,6,5,139,,12427,3092,366
938,6,5,139,,12427,3098,366
944,6,5,139,,12427,3104,366
949,6,5,139,,12427,3109,366
955,6,5,139,,12427,3115,366
961,6,5,139,,12427,3121,366
966,6,5,139,,12427,3126,366
972,6,5,139,,12427,3132,366
977,6,5,139,,12427,3137,366
983,6,5,139,,12427,3143,366
988,6,5,139,,12427,3148,366
994,6,5,139,,12427,3154,366
999,6,5,139,,12427,3159,366
1004,6,5,139,,12427,3164,366
1009,6,5,139,,12427,3169,366
1015,6,5,139,,12427,3175,366
1020,6,5,139,,12427,3180,366
1025,6,5,139,,12427,3185,366
1030,6,5,139,,12427,3190,366
1035,6,5,139,,12427,3195,366
1040,6,5,139,,12427,3200,366
1046,6,5,139,,12427,3206,366
1051,6,5,139,,12427,3211,366
1056,6,5,139,,12427,3216,366
1061,6,5,139,,12427,3221,366
1066,6,5,139,,12427,3226,366
1071,6,5,139,,12427,3231,366
1076,6,5,139,,12427,3236,366
1081,6,5,139,,12427,3241,366
1086,6,4,139,,12427,3246,366
1091,6,4,139,,12427,3251,366
1096,6,4,139,,12427,3256,366
1101,6,4,139,,12427,3261,366
1106,6,4,139,,12427,3266,366
1111,6,4,139,,12427,3271,366
1116,6,4,139,,12427,3276,366
1120,6,4,139,,12427,3280,366
1125,6,4,139,,12427,3285,366
1130,6,4,139,,12427,3290,366
1135,6,4,139,,12427,3295,366
1140,6,4,139,,12427,3300,366
1145,6,4,139,,12427,3305,366
1149,6,4,139,,12427,3309,366
1154,6,4,139,,12427,3314,366
1159,6,4,139,,12427,3319,366
1164,6,4,139,,12427,3324,366
1168,6,4,139,,12427,3328,366
1173,6,4,139,,12427,3333,366
1178,6,4,139,,12427,3338,366
1182,6,4,139,,12427,3342,366
1187,6,4,139,,12427,3347,366
1191,6,4,139,,12427,3351,366
1195,6,4,139,,12427,3355,366
1200,6,4,139,,12427,3360,366
1204,6,4,139,,12427,3364,366
1209,6,4,139,,12427,3369,366
1213,6,4,139,,12427,3373,366
1217,6,4,139,,12427,3377,366
1222,6,4,139,,12427,3382,366
1226,6,4,139,,12427,3386,366
1230,6,4,139,,12427,3390,366
1235,6,4,139,,12427,3395,366
1239,6,4,139,,12427,3399,366
1243,6,4,139,,12427,3403,366
1248,6,4,139,,12427,3408,366
1252,6,4,139,,12427,3412,366
1256,6,4,139,,12427,3416,366
1260,6,4,139,,12427,3420,366
